Folio CEEEY,Sexo,Modalidad,Turno,Grado,Matemáticas, Español, Ciencias Naturales
14859,M,General,Matutino,3,Inicial,Básico,Básico
14863,M,General,Matutino,3,Inicial,Básico,Básico
52721,H,General,Matutino,4,Inicial,Básico,Básico
52968,H,General,Matutino,4,Inicial,Básico,Básico
53302,H,General,Matutino,4,Inicial,Básico,Básico
65374,M,General,Matutino,4,Inicial,Básico,Básico
89532,M,General,Matutino,5,Inicial,Básico,Básico
89533,M,General,Matutino,5,Inicial,Básico,Básico
89534,M,General,Matutino,5,Inicial,Básico,Básico
91036,H,General,Matutino,5,Inicial,Básico,Básico
91068,H,General,Matutino,5,Inicial,Básico,Básico
91306,H,General,Matutino,5,Inicial,Básico,Básico
103263,H,General,Matutino,5,Inicial,Básico,Básico
126277,H,General,Matutino,6,Inicial,Básico,Básico
127712,H,General,Matutino,6,Inicial,Básico,Básico
127927,M,General,Matutino,6,Inicial,Básico,Básico
128232,H,General,Matutino,6,Inicial,Básico,Básico
128235,H,General,Matutino,6,Inicial,Básico,Básico
128238,H,General,Matutino,6,Inicial,Básico,Básico
128245,M,General,Matutino,6,Inicial,Básico,Básico
10708,M,General,Matutino,3,Inicial,Básico,Básico
14563,M,General,Matutino,3,Inicial,Básico,Básico
14566,M,General,Matutino,3,Inicial,Básico,Básico
26840,H,General,Matutino,3,Inicial,Básico,Básico
26842,H,General,Matutino,3,Inicial,Básico,Básico
46785,H,General,Matutino,4,Inicial,Básico,Básico
46786,H,General,Matutino,4,Inicial,Básico,Básico
48514,H,General,Matutino,4,Inicial,Básico,Básico
48520,H,General,Matutino,4,Inicial,Básico,Básico
48530,H,General,Matutino,4,Inicial,Básico,Básico
48540,H,General,Matutino,4,Inicial,Básico,Básico
52624,M,General,Matutino,4,Inicial,Básico,Básico
52625,M,General,Matutino,4,Inicial,Básico,Básico
65533,H,General,Matutino,4,Inicial,Básico,Básico
90960,H,General,Matutino,5,Inicial,Básico,Básico
90961,M,General,Matutino,5,Inicial,Básico,Básico
90978,M,General,Matutino,5,Inicial,Básico,Básico
122329,H,General,Matutino,6,Inicial,Básico,Básico
127652,M,General,Matutino,6,Inicial,Básico,Básico
127656,M,General,Matutino,6,Inicial,Básico,Básico
18970,H,General,Matutino,3,Inicial,Básico,Básico
18978,M,General,Matutino,3,Inicial,Básico,Básico
18980,M,General,Matutino,3,Inicial,Básico,Básico
29621,H,General,Matutino,3,Inicial,Básico,Básico
29634,H,General,Matutino,3,Inicial,Básico,Básico
29787,M,General,Matutino,3,Inicial,Básico,Básico
29811,H,General,Matutino,3,Inicial,Básico,Básico
29828,H,General,Matutino,3,Inicial,Básico,Básico
43482,H,General,Matutino,4,Inicial,Básico,Básico
43500,M,General,Matutino,4,Inicial,Básico,Básico
68350,M,General,Matutino,4,Inicial,Básico,Básico
84980,M,General,Matutino,5,Inicial,Básico,Básico
95420,M,General,Matutino,5,Inicial,Básico,Básico
95439,H,General,Matutino,5,Inicial,Básico,Básico
106239,H,General,Matutino,5,Inicial,Básico,Básico
106241,M,General,Matutino,5,Inicial,Básico,Básico
106254,H,General,Matutino,5,Inicial,Básico,Básico
106260,M,General,Matutino,5,Inicial,Básico,Básico
106267,H,General,Matutino,5,Inicial,Básico,Básico
106282,H,General,Matutino,5,Inicial,Básico,Básico
106441,H,General,Matutino,5,Inicial,Básico,Básico
122051,H,General,Matutino,6,Inicial,Básico,Básico
131942,H,General,Matutino,6,Inicial,Básico,Básico
131955,H,General,Matutino,6,Inicial,Básico,Básico
142712,H,General,Matutino,6,Inicial,Básico,Básico
16815,M,General,Matutino,3,Inicial,Básico,Básico
16816,M,General,Matutino,3,Inicial,Básico,Básico
17173,H,General,Matutino,3,Inicial,Básico,Básico
23630,H,General,Matutino,3,Inicial,Básico,Básico
30381,M,General,Matutino,3,Inicial,Básico,Básico
30399,H,General,Matutino,3,Inicial,Básico,Básico
30418,M,General,Matutino,3,Inicial,Básico,Básico
30424,M,General,Matutino,3,Inicial,Básico,Básico
30446,H,General,Matutino,3,Inicial,Básico,Básico
30464,H,General,Matutino,3,Inicial,Básico,Básico
55012,H,General,Matutino,4,Inicial,Básico,Básico
55013,M,General,Matutino,4,Inicial,Básico,Básico
55016,H,General,Matutino,4,Inicial,Básico,Básico
55023,M,General,Matutino,4,Inicial,Básico,Básico
55051,H,General,Matutino,4,Inicial,Básico,Básico
55431,H,General,Matutino,4,Inicial,Básico,Básico
55435,M,General,Matutino,4,Inicial,Básico,Básico
69134,H,General,Matutino,4,Inicial,Básico,Básico
93252,H,General,Matutino,5,Inicial,Básico,Básico
93275,M,General,Matutino,5,Inicial,Básico,Básico
93280,H,General,Matutino,5,Inicial,Básico,Básico
93626,M,General,Matutino,5,Inicial,Básico,Básico
93654,M,General,Matutino,5,Inicial,Básico,Básico
106901,M,General,Matutino,5,Inicial,Básico,Básico
106902,M,General,Matutino,5,Inicial,Básico,Básico
106905,H,General,Matutino,5,Inicial,Básico,Básico
107009,H,General,Matutino,5,Inicial,Básico,Básico
107013,H,General,Matutino,5,Inicial,Básico,Básico
129819,M,General,Matutino,6,Inicial,Básico,Básico
129837,H,General,Matutino,6,Inicial,Básico,Básico
130176,M,General,Matutino,6,Inicial,Básico,Básico
136596,H,General,Matutino,6,Inicial,Básico,Básico
143389,M,General,Matutino,6,Inicial,Básico,Básico
143454,M,General,Matutino,6,Inicial,Básico,Básico
143470,M,General,Matutino,6,Inicial,Básico,Básico
7154,M,General,Matutino,3,Inicial,Básico,Básico
7155,H,General,Matutino,3,Inicial,Básico,Básico
7177,H,General,Matutino,3,Inicial,Básico,Básico
7179,H,General,Matutino,3,Inicial,Básico,Básico
9556,H,General,Matutino,3,Inicial,Básico,Básico
9565,H,General,Matutino,3,Inicial,Básico,Básico
9587,M,General,Matutino,3,Inicial,Básico,Básico
9613,H,General,Matutino,3,Inicial,Básico,Básico
15743,H,General,Matutino,3,Inicial,Básico,Básico
30734,H,General,Matutino,3,Inicial,Básico,Básico
30754,H,General,Matutino,3,Inicial,Básico,Básico
47345,M,General,Matutino,4,Inicial,Básico,Básico
47363,M,General,Matutino,4,Inicial,Básico,Básico
47381,H,General,Matutino,4,Inicial,Básico,Básico
47386,M,General,Matutino,4,Inicial,Básico,Básico
53867,H,General,Matutino,4,Inicial,Básico,Básico
53869,H,General,Matutino,4,Inicial,Básico,Básico
53886,H,General,Matutino,4,Inicial,Básico,Básico
69450,M,General,Matutino,4,Inicial,Básico,Básico
69489,H,General,Matutino,4,Inicial,Básico,Básico
85794,M,General,Matutino,5,Inicial,Básico,Básico
85801,H,General,Matutino,5,Inicial,Básico,Básico
85813,M,General,Matutino,5,Inicial,Básico,Básico
85834,H,General,Matutino,5,Inicial,Básico,Básico
85839,M,General,Matutino,5,Inicial,Básico,Básico
85843,H,General,Matutino,5,Inicial,Básico,Básico
92195,H,General,Matutino,5,Inicial,Básico,Básico
107410,H,General,Matutino,5,Inicial,Básico,Básico
107422,H,General,Matutino,5,Inicial,Básico,Básico
107425,H,General,Matutino,5,Inicial,Básico,Básico
107449,H,General,Matutino,5,Inicial,Básico,Básico
120416,M,General,Matutino,6,Inicial,Básico,Básico
128834,H,General,Matutino,6,Inicial,Básico,Básico
143769,H,General,Matutino,6,Inicial,Básico,Básico
143908,M,General,Matutino,6,Inicial,Básico,Básico
31129,M,General,Matutino,3,Inicial,Básico,Básico
31951,M,General,Matutino,3,Inicial,Básico,Básico
31985,M,General,Matutino,3,Inicial,Básico,Básico
69817,H,General,Matutino,4,Inicial,Básico,Básico
81607,H,General,Matutino,5,Inicial,Básico,Básico
81613,H,General,Matutino,5,Inicial,Básico,Básico
81617,H,General,Matutino,5,Inicial,Básico,Básico
107580,M,General,Matutino,5,Inicial,Básico,Básico
107583,M,General,Matutino,5,Inicial,Básico,Básico
107686,H,General,Matutino,5,Inicial,Básico,Básico
107711,M,General,Matutino,5,Inicial,Básico,Básico
107735,M,General,Matutino,5,Inicial,Básico,Básico
107737,M,General,Matutino,5,Inicial,Básico,Básico
108539,H,General,Matutino,5,Inicial,Básico,Básico
108540,M,General,Matutino,5,Inicial,Básico,Básico
108542,M,General,Matutino,5,Inicial,Básico,Básico
108560,M,General,Matutino,5,Inicial,Básico,Básico
118720,H,General,Matutino,6,Inicial,Básico,Básico
118747,M,General,Matutino,6,Inicial,Básico,Básico
118761,M,General,Matutino,6,Inicial,Básico,Básico
144174,M,General,Matutino,6,Inicial,Básico,Básico
144996,H,General,Matutino,6,Inicial,Básico,Básico
144998,M,General,Matutino,6,Inicial,Básico,Básico
144476,M,General,Matutino,6,Inicial,Básico,Básico
144478,M,General,Matutino,6,Inicial,Básico,Básico
4437,H,General,Matutino,3,Inicial,Básico,Básico
4444,M,General,Matutino,3,Inicial,Básico,Básico
4445,M,General,Matutino,3,Inicial,Básico,Básico
4453,M,General,Matutino,3,Inicial,Básico,Básico
4459,M,General,Matutino,3,Inicial,Básico,Básico
4461,M,General,Matutino,3,Inicial,Básico,Básico
4468,H,General,Matutino,3,Inicial,Básico,Básico
31529,M,General,Matutino,3,Inicial,Básico,Básico
31572,H,General,Matutino,3,Inicial,Básico,Básico
31575,M,General,Matutino,3,Inicial,Básico,Básico
42017,M,General,Matutino,4,Inicial,Básico,Básico
57368,H,General,Matutino,4,Inicial,Básico,Básico
57371,H,General,Matutino,4,Inicial,Básico,Básico
57390,M,General,Matutino,4,Inicial,Básico,Básico
80574,H,General,Matutino,5,Inicial,Básico,Básico
80593,H,General,Matutino,5,Inicial,Básico,Básico
80614,H,General,Matutino,5,Inicial,Básico,Básico
108159,H,General,Matutino,5,Inicial,Básico,Básico
108167,M,General,Matutino,5,Inicial,Básico,Básico
108195,H,General,Matutino,5,Inicial,Básico,Básico
108196,H,General,Matutino,5,Inicial,Básico,Básico
108200,H,General,Matutino,5,Inicial,Básico,Básico
117794,H,General,Matutino,6,Inicial,Básico,Básico
117806,M,General,Matutino,6,Inicial,Básico,Básico
122742,M,General,Matutino,6,Inicial,Básico,Básico
132037,M,General,Matutino,6,Inicial,Básico,Básico
132053,M,General,Matutino,6,Inicial,Básico,Básico
132071,H,General,Matutino,6,Inicial,Básico,Básico
15166,M,General,Matutino,3,Medio,Medio,Básico
26734,H,General,Matutino,3,Medio,Medio,Básico
91301,M,General,Matutino,5,Medio,Medio,Básico
103306,H,General,Matutino,5,Medio,Medio,Básico
126296,M,General,Matutino,6,Medio,Medio,Básico
139663,M,General,Matutino,6,Medio,Medio,Básico
10717,M,General,Matutino,3,Medio,Medio,Básico
10742,M,General,Matutino,3,Medio,Medio,Básico
13737,M,General,Matutino,3,Medio,Medio,Básico
13743,H,General,Matutino,3,Medio,Medio,Básico
14571,M,General,Matutino,3,Medio,Medio,Básico
14573,H,General,Matutino,3,Medio,Medio,Básico
103419,H,General,Matutino,5,Medio,Medio,Básico
18981,M,General,Matutino,3,Medio,Medio,Básico
18985,M,General,Matutino,3,Medio,Medio,Básico
18988,H,General,Matutino,3,Medio,Medio,Básico
29617,M,General,Matutino,3,Medio,Medio,Básico
29685,H,General,Matutino,3,Medio,Medio,Básico
29698,H,General,Matutino,3,Medio,Medio,Básico
29803,H,General,Matutino,3,Medio,Medio,Básico
82042,H,General,Matutino,5,Medio,Medio,Básico
84965,H,General,Matutino,5,Medio,Medio,Básico
84966,M,General,Matutino,5,Medio,Medio,Básico
119178,H,General,Matutino,6,Medio,Medio,Básico
119190,M,General,Matutino,6,Medio,Medio,Básico
119211,M,General,Matutino,6,Medio,Medio,Básico
122026,M,General,Matutino,6,Medio,Medio,Básico
131959,H,General,Matutino,6,Medio,Medio,Básico
142726,M,General,Matutino,6,Medio,Medio,Básico
16787,M,General,Matutino,3,Medio,Medio,Básico
17138,M,General,Matutino,3,Medio,Medio,Básico
17158,H,General,Matutino,3,Medio,Medio,Básico
23658,M,General,Matutino,3,Medio,Medio,Básico
30346,M,General,Matutino,3,Medio,Medio,Básico
30435,M,General,Matutino,3,Medio,Medio,Básico
93254,H,General,Matutino,5,Medio,Medio,Básico
93258,M,General,Matutino,5,Medio,Medio,Básico
93606,M,General,Matutino,5,Medio,Medio,Básico
106932,M,General,Matutino,5,Medio,Medio,Básico
129815,H,General,Matutino,6,Medio,Medio,Básico
130160,H,General,Matutino,6,Medio,Medio,Básico
143398,H,General,Matutino,6,Medio,Medio,Básico
143489,M,General,Matutino,6,Medio,Medio,Básico
7209,M,General,Matutino,3,Medio,Medio,Básico
9581,M,General,Matutino,3,Medio,Medio,Básico
15757,M,General,Matutino,3,Medio,Medio,Básico
15766,H,General,Matutino,3,Medio,Medio,Básico
30867,M,General,Matutino,3,Medio,Medio,Básico
30872,M,General,Matutino,3,Medio,Medio,Básico
92219,M,General,Matutino,5,Medio,Medio,Básico
107291,M,General,Matutino,5,Medio,Medio,Básico
122819,M,General,Matutino,6,Medio,Medio,Básico
143768,H,General,Matutino,6,Medio,Medio,Básico
143776,M,General,Matutino,6,Medio,Medio,Básico
5385,M,General,Matutino,3,Medio,Medio,Básico
5397,H,General,Matutino,3,Medio,Medio,Básico
5421,H,General,Matutino,3,Medio,Medio,Básico
31063,M,General,Matutino,3,Medio,Medio,Básico
31066,M,General,Matutino,3,Medio,Medio,Básico
31127,H,General,Matutino,3,Medio,Medio,Básico
31948,H,General,Matutino,3,Medio,Medio,Básico
31958,M,General,Matutino,3,Medio,Medio,Básico
31978,M,General,Matutino,3,Medio,Medio,Básico
81588,M,General,Matutino,5,Medio,Medio,Básico
81620,M,General,Matutino,5,Medio,Medio,Básico
144178,H,General,Matutino,6,Medio,Medio,Básico
144985,H,General,Matutino,6,Medio,Medio,Básico
144987,M,General,Matutino,6,Medio,Medio,Básico
144440,M,General,Matutino,6,Medio,Medio,Básico
144447,M,General,Matutino,6,Medio,Medio,Básico
144477,H,General,Matutino,6,Medio,Medio,Básico
4460,M,General,Matutino,3,Medio,Medio,Básico
4488,M,General,Matutino,3,Medio,Medio,Básico
9462,M,General,Matutino,3,Medio,Medio,Básico
9475,M,General,Matutino,3,Medio,Medio,Básico
9495,M,General,Matutino,3,Medio,Medio,Básico
9512,H,General,Matutino,3,Medio,Medio,Básico
31554,M,General,Matutino,3,Medio,Medio,Básico
31560,M,General,Matutino,3,Medio,Medio,Básico
31579,M,General,Matutino,3,Medio,Medio,Básico
31588,H,General,Matutino,3,Medio,Medio,Básico
117802,H,General,Matutino,6,Medio,Medio,Básico
144566,M,General,Matutino,6,Medio,Medio,Básico
144584,M,General,Matutino,6,Medio,Medio,Básico
51244,M,General,Matutino,4,Medio,Medio,Básico
52702,H,General,Matutino,4,Medio,Medio,Básico
52703,H,General,Matutino,4,Medio,Medio,Básico
52717,M,General,Matutino,4,Medio,Medio,Básico
52738,M,General,Matutino,4,Medio,Medio,Básico
52740,M,General,Matutino,4,Medio,Medio,Básico
52958,H,General,Matutino,4,Medio,Medio,Básico
52983,M,General,Matutino,4,Medio,Medio,Básico
52989,M,General,Matutino,4,Medio,Medio,Básico
53279,H,General,Matutino,4,Medio,Medio,Básico
53280,H,General,Matutino,4,Medio,Medio,Básico
53291,M,General,Matutino,4,Medio,Medio,Básico
48546,M,General,Matutino,4,Medio,Medio,Básico
52626,M,General,Matutino,4,Medio,Medio,Básico
52631,H,General,Matutino,4,Medio,Medio,Básico
52651,H,General,Matutino,4,Medio,Medio,Básico
52664,M,General,Matutino,4,Medio,Medio,Básico
43453,H,General,Matutino,4,Medio,Medio,Básico
43460,M,General,Matutino,4,Medio,Medio,Básico
46482,H,General,Matutino,4,Medio,Medio,Básico
57227,M,General,Matutino,4,Medio,Medio,Básico
57231,H,General,Matutino,4,Medio,Medio,Básico
57239,H,General,Matutino,4,Medio,Medio,Básico
57247,H,General,Matutino,4,Medio,Medio,Básico
57252,M,General,Matutino,4,Medio,Medio,Básico
57290,M,General,Matutino,4,Medio,Medio,Básico
57292,H,General,Matutino,4,Medio,Medio,Básico
68377,H,General,Matutino,4,Medio,Medio,Básico
55024,M,General,Matutino,4,Medio,Medio,Básico
55036,H,General,Matutino,4,Medio,Medio,Básico
55062,M,General,Matutino,4,Medio,Medio,Básico
55393,H,General,Matutino,4,Medio,Medio,Básico
55395,H,General,Matutino,4,Medio,Medio,Básico
55406,M,General,Matutino,4,Medio,Medio,Básico
69075,H,General,Matutino,4,Medio,Medio,Básico
69082,M,General,Matutino,4,Medio,Medio,Básico
69085,M,General,Matutino,4,Medio,Medio,Básico
69086,M,General,Matutino,4,Medio,Medio,Básico
69163,H,General,Matutino,4,Medio,Medio,Básico
69166,M,General,Matutino,4,Medio,Medio,Básico
44768,M,General,Matutino,4,Medio,Medio,Básico
44775,M,General,Matutino,4,Medio,Medio,Básico
47306,H,General,Matutino,4,Medio,Medio,Básico
47341,M,General,Matutino,4,Medio,Medio,Básico
47351,H,General,Matutino,4,Medio,Medio,Básico
47387,H,General,Matutino,4,Medio,Medio,Básico
53894,H,General,Matutino,4,Medio,Medio,Básico
53902,M,General,Matutino,4,Medio,Medio,Básico
53903,H,General,Matutino,4,Medio,Medio,Básico
69479,H,General,Matutino,4,Medio,Medio,Básico
69500,H,General,Matutino,4,Medio,Medio,Básico
69576,M,General,Matutino,4,Medio,Medio,Básico
43016,H,General,Matutino,4,Medio,Medio,Básico
43039,M,General,Matutino,4,Medio,Medio,Básico
69741,M,General,Matutino,4,Medio,Medio,Básico
69772,H,General,Matutino,4,Medio,Medio,Básico
69775,M,General,Matutino,4,Medio,Medio,Básico
69839,M,General,Matutino,4,Medio,Medio,Básico
70668,H,General,Matutino,4,Medio,Medio,Básico
70193,H,General,Matutino,4,Medio,Medio,Básico
70194,H,General,Matutino,4,Medio,Medio,Básico
41988,H,General,Matutino,4,Medio,Medio,Básico
42004,M,General,Matutino,4,Medio,Medio,Básico
42012,H,General,Matutino,4,Medio,Medio,Básico
47227,M,General,Matutino,4,Medio,Medio,Básico
70281,M,General,Matutino,4,Medio,Medio,Básico
70302,M,General,Matutino,4,Medio,Medio,Básico
70306,H,General,Matutino,4,Medio,Medio,Básico
70317,H,General,Matutino,4,Medio,Medio,Básico
38227,H,Indígena,Matutino,4,Medio,Medio,Básico
114398,H,Indígena,Matutino,6,Medio,Medio,Básico
1051,H,Indígena,Matutino,3,Medio,Medio,Básico
1064,M,Indígena,Matutino,3,Medio,Medio,Básico
77185,M,Indígena,Matutino,5,Medio,Medio,Básico
77192,M,Indígena,Matutino,5,Medio,Medio,Básico
77196,H,Indígena,Matutino,5,Medio,Medio,Básico
114679,M,Indígena,Matutino,6,Medio,Medio,Básico
114680,M,Indígena,Matutino,6,Medio,Medio,Básico
114685,H,Indígena,Matutino,6,Medio,Medio,Básico
1480,M,Indígena,Matutino,3,Medio,Medio,Básico
1085,H,Indígena,Matutino,3,Medio,Medio,Básico
1114,M,Indígena,Matutino,3,Medio,Medio,Básico
38572,M,Indígena,Matutino,4,Medio,Medio,Básico
641,M,Indígena,Matutino,3,Medio,Medio,Básico
854,H,Indígena,Matutino,3,Medio,Medio,Básico
38078,M,Indígena,Matutino,4,Medio,Medio,Básico
38102,H,Indígena,Matutino,4,Medio,Medio,Básico
38107,H,Indígena,Matutino,4,Medio,Medio,Básico
38116,H,Indígena,Matutino,4,Medio,Medio,Básico
38911,M,Indígena,Matutino,4,Medio,Medio,Básico
114294,M,Indígena,Matutino,6,Medio,Medio,Básico
13195,M,General,Matutino,3,Avanzado,Medio,Básico
52706,M,General,Matutino,4,Avanzado,Medio,Básico
52724,H,General,Matutino,4,Avanzado,Medio,Básico
89582,M,General,Matutino,5,Avanzado,Medio,Básico
89585,M,General,Matutino,5,Avanzado,Medio,Básico
91058,H,General,Matutino,5,Avanzado,Medio,Básico
103267,H,General,Matutino,5,Avanzado,Medio,Básico
103284,M,General,Matutino,5,Avanzado,Medio,Básico
127729,H,General,Matutino,6,Avanzado,Medio,Básico
9100,H,General,Matutino,3,Avanzado,Medio,Básico
46779,H,General,Matutino,4,Avanzado,Medio,Básico
65541,M,General,Matutino,4,Avanzado,Medio,Básico
87006,H,General,Matutino,5,Avanzado,Medio,Básico
90945,M,General,Matutino,5,Avanzado,Medio,Básico
103392,H,General,Matutino,5,Avanzado,Medio,Básico
123872,H,General,Matutino,6,Avanzado,Medio,Básico
18946,H,General,Matutino,3,Avanzado,Medio,Básico
29614,H,General,Matutino,3,Avanzado,Medio,Básico
43465,M,General,Matutino,4,Avanzado,Medio,Básico
46505,H,General,Matutino,4,Avanzado,Medio,Básico
46511,H,General,Matutino,4,Avanzado,Medio,Básico
57226,H,General,Matutino,4,Avanzado,Medio,Básico
68366,H,General,Matutino,4,Avanzado,Medio,Básico
68424,H,General,Matutino,4,Avanzado,Medio,Básico
106200,H,General,Matutino,5,Avanzado,Medio,Básico
106223,H,General,Matutino,5,Avanzado,Medio,Básico
131949,M,General,Matutino,6,Avanzado,Medio,Básico
1057,M,Indígena,Matutino,3,Avanzado,Medio,Básico
23646,H,General,Matutino,3,Avanzado,Medio,Básico
30389,M,General,Matutino,3,Avanzado,Medio,Básico
62109,H,General,Matutino,4,Avanzado,Medio,Básico
69054,H,General,Matutino,4,Avanzado,Medio,Básico
69063,M,General,Matutino,4,Avanzado,Medio,Básico
69114,M,General,Matutino,4,Avanzado,Medio,Básico
69120,H,General,Matutino,4,Avanzado,Medio,Básico
106991,M,General,Matutino,5,Avanzado,Medio,Básico
114661,M,Indígena,Matutino,6,Avanzado,Medio,Básico
114672,H,Indígena,Matutino,6,Avanzado,Medio,Básico
136617,M,General,Matutino,6,Avanzado,Medio,Básico
143481,H,General,Matutino,6,Avanzado,Medio,Básico
7191,H,General,Matutino,3,Avanzado,Medio,Básico
9610,M,General,Matutino,3,Avanzado,Medio,Básico
30775,M,General,Matutino,3,Avanzado,Medio,Básico
44774,H,General,Matutino,4,Avanzado,Medio,Básico
44778,H,General,Matutino,4,Avanzado,Medio,Básico
44780,M,General,Matutino,4,Avanzado,Medio,Básico
47329,M,General,Matutino,4,Avanzado,Medio,Básico
47361,M,General,Matutino,4,Avanzado,Medio,Básico
53908,H,General,Matutino,4,Avanzado,Medio,Básico
53910,M,General,Matutino,4,Avanzado,Medio,Básico
53921,H,General,Matutino,4,Avanzado,Medio,Básico
83300,H,General,Matutino,5,Avanzado,Medio,Básico
107311,H,General,Matutino,5,Avanzado,Medio,Básico
5373,H,General,Matutino,3,Avanzado,Medio,Básico
43010,H,General,Matutino,4,Avanzado,Medio,Básico
43023,H,General,Matutino,4,Avanzado,Medio,Básico
69695,M,General,Matutino,4,Avanzado,Medio,Básico
69699,H,General,Matutino,4,Avanzado,Medio,Básico
69702,M,General,Matutino,4,Avanzado,Medio,Básico
69789,H,General,Matutino,4,Avanzado,Medio,Básico
69873,H,General,Matutino,4,Avanzado,Medio,Básico
70649,M,General,Matutino,4,Avanzado,Medio,Básico
81605,H,General,Matutino,5,Avanzado,Medio,Básico
118755,M,General,Matutino,6,Avanzado,Medio,Básico
144005,H,General,Matutino,6,Avanzado,Medio,Básico
144179,H,General,Matutino,6,Avanzado,Medio,Básico
38584,H,Indígena,Matutino,4,Avanzado,Medio,Básico
38589,H,Indígena,Matutino,4,Avanzado,Medio,Básico
70175,M,General,Matutino,4,Avanzado,Medio,Básico
47264,M,General,Matutino,4,Avanzado,Medio,Básico
70276,H,General,Matutino,4,Avanzado,Medio,Básico
108173,M,General,Matutino,5,Avanzado,Medio,Básico
108178,M,General,Matutino,5,Avanzado,Medio,Básico
122745,M,General,Matutino,6,Avanzado,Medio,Básico
91046,H,General,Matutino,5,Inicial,Medio,Básico
91076,M,General,Matutino,5,Inicial,Medio,Básico
9103,M,General,Matutino,3,Inicial,Medio,Básico
126810,H,General,Matutino,6,Inicial,Medio,Básico
139823,M,General,Matutino,6,Inicial,Medio,Básico
46475,H,General,Matutino,4,Inicial,Medio,Básico
57287,M,General,Matutino,4,Inicial,Medio,Básico
68549,H,General,Matutino,4,Inicial,Medio,Básico
122057,M,General,Matutino,6,Inicial,Medio,Básico
142877,H,General,Matutino,6,Inicial,Medio,Básico
683,M,Indígena,Matutino,3,Inicial,Medio,Básico
16797,M,General,Matutino,3,Inicial,Medio,Básico
30361,M,General,Matutino,3,Inicial,Medio,Básico
55055,M,General,Matutino,4,Inicial,Medio,Básico
55398,M,General,Matutino,4,Inicial,Medio,Básico
93644,H,General,Matutino,5,Inicial,Medio,Básico
7169,H,General,Matutino,3,Inicial,Medio,Básico
9561,M,General,Matutino,3,Inicial,Medio,Básico
9566,H,General,Matutino,3,Inicial,Medio,Básico
9612,M,General,Matutino,3,Inicial,Medio,Básico
30728,M,General,Matutino,3,Inicial,Medio,Básico
30743,M,General,Matutino,3,Inicial,Medio,Básico
83341,H,General,Matutino,5,Inicial,Medio,Básico
128849,H,General,Matutino,6,Inicial,Medio,Básico
143755,M,General,Matutino,6,Inicial,Medio,Básico
31134,M,General,Matutino,3,Inicial,Medio,Básico
31983,M,General,Matutino,3,Inicial,Medio,Básico
70640,M,General,Matutino,4,Inicial,Medio,Básico
81557,M,General,Matutino,5,Inicial,Medio,Básico
81563,H,General,Matutino,5,Inicial,Medio,Básico
107616,M,General,Matutino,5,Inicial,Medio,Básico
144949,M,General,Matutino,6,Inicial,Medio,Básico
1107,H,Indígena,Matutino,3,Inicial,Medio,Básico
38595,H,Indígena,Matutino,4,Inicial,Medio,Básico
38615,H,Indígena,Matutino,4,Inicial,Medio,Básico
108019,H,General,Matutino,5,Inicial,Medio,Básico
114701,H,Indígena,Matutino,6,Inicial,Medio,Básico
114723,M,Indígena,Matutino,6,Inicial,Medio,Básico
647,M,Indígena,Matutino,3,Inicial,Medio,Básico
851,H,Indígena,Matutino,3,Inicial,Medio,Básico
1382,M,Indígena,Matutino,3,Inicial,Medio,Básico
31522,M,General,Matutino,3,Inicial,Medio,Básico
38360,H,Indígena,Matutino,4,Inicial,Medio,Básico
114517,M,Indígena,Matutino,6,Inicial,Medio,Básico
122755,H,General,Matutino,6,Inicial,Medio,Básico
132077,H,General,Matutino,6,Inicial,Medio,Básico
13180,M,General,Matutino,3,Avanzado,Inicial,Básico
13186,H,General,Matutino,3,Medio,Inicial,Básico
52739,M,General,Matutino,4,Medio,Inicial,Básico
52963,M,General,Matutino,4,Medio,Inicial,Básico
53268,H,General,Matutino,4,Medio,Inicial,Básico
65398,M,General,Matutino,4,Avanzado,Inicial,Básico
89568,H,General,Matutino,5,Medio,Inicial,Básico
103304,M,General,Matutino,5,Avanzado,Inicial,Básico
126274,H,General,Matutino,6,Medio,Inicial,Básico
51782,H,General,Matutino,4,Medio,Inicial,Básico
90100,M,General,Matutino,5,Avanzado,Inicial,Básico
90104,H,General,Matutino,5,Avanzado,Inicial,Básico
46504,M,General,Matutino,4,Avanzado,Inicial,Básico
68348,M,General,Matutino,4,Medio,Inicial,Básico
95408,H,General,Matutino,5,Medio,Inicial,Básico
95417,H,General,Matutino,5,Medio,Inicial,Básico
106219,M,General,Matutino,5,Medio,Inicial,Básico
38225,M,Indígena,Matutino,4,Medio,Inicial,Básico
114396,H,Indígena,Matutino,6,Medio,Inicial,Básico
114401,H,Indígena,Matutino,6,Medio,Inicial,Básico
106994,H,General,Matutino,5,Medio,Inicial,Básico
114663,M,Indígena,Matutino,6,Avanzado,Inicial,Básico
114674,M,Indígena,Matutino,6,Avanzado,Inicial,Básico
114675,M,Indígena,Matutino,6,Medio,Inicial,Básico
44784,M,General,Matutino,4,Medio,Inicial,Básico
53893,M,General,Matutino,4,Medio,Inicial,Básico
107336,H,General,Matutino,5,Medio,Inicial,Básico
107347,H,General,Matutino,5,Medio,Inicial,Básico
31018,M,General,Matutino,3,Medio,Inicial,Básico
42998,H,General,Matutino,4,Medio,Inicial,Básico
43048,M,General,Matutino,4,Medio,Inicial,Básico
144139,H,General,Matutino,6,Avanzado,Inicial,Básico
